movie_title,director_name,genres,actor_1_name,actor_2_name,actor_3_name
the croods ,Kirk De Micco,Adventure Animation Comedy Family Fantasy,Ryan Reynolds,Emma Stone,Nicolas Cage
asterix at the olympic games ,Frédéric Forestier,Adventure Comedy Family Fantasy,Alain Delon,Santiago Segura,Vanessa Hessler
windtalkers ,John Woo,Action Drama War,Nicolas Cage,Roger Willie,Noah Emmerich
the huntsman: winter's war ,Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,Chris Hemsworth,Sam Claflin,Charlize Theron
teenage mutant ninja turtles ,Jonathan Liebesman,Action Adventure Comedy Sci-Fi,Noel Fisher,Danny Woodburn,Jeremy Howard
gravity ,Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,Basher Savage,Amy Warren
dante's peak ,Roger Donaldson,Action Adventure Thriller,Jamie Renée Smith,Grant Heslov,Tzi Ma
teenage mutant ninja turtles: out of the shadows ,Dave Green,Action Adventure Comedy Sci-Fi,Stephen Amell,Noel Fisher,Brad Garrett
fantastic four ,Josh Trank,Action Adventure Sci-Fi,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker
night at the museum ,Shawn Levy,Action Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan
san andreas ,Brad Peyton,Action Adventure Drama Thriller,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi
tomorrow never dies ,Roger Spottiswoode,Action Adventure Thriller,Vincent Schiavelli,Colin Salmon,Joe Don Baker
the patriot ,Roland Emmerich,Action Drama History War,Heath Ledger,Adam Baldwin,Tom Wilkinson
ocean's twelve ,Steven Soderbergh,Crime Thriller,Brad Pitt,Julia Roberts,Mini Anden
mr. & mrs. smith ,Doug Liman,Action Comedy Crime Romance Thriller,Brad Pitt,Angelina Jolie Pitt,Stephanie March
insurgent ,Robert Schwentke,Adventure Sci-Fi Thriller,Kate Winslet,Theo James,Mekhi Phifer
the aviator ,Martin Scorsese,Biography Drama,Leonardo DiCaprio,Adam Scott,Frances Conroy
gulliver's travels ,Rob Letterman,Adventure Comedy Family Fantasy,James Corden,Catherine Tate,Olly Alexander
the green hornet ,Michel Gondry,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz,Tom Wilkinson,Chad L. Coleman
300: rise of an empire ,Noam Murro,Action Drama Fantasy War,Eva Green,Sullivan Stapleton,Peter Mensah
the smurfs ,Raja Gosnell,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj,Tim Gunn,Madison McKinley
home on the range ,Will Finn,Animation Comedy Family Music Western,Steve Buscemi,Roseanne Barr,G.W. Bailey
allegiant ,Robert Schwentke,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts,Theo James,Zoë Kravitz
real steel ,Shawn Levy,Action Drama Sci-Fi Sport,Hugh Jackman,Torey Michael Adkins,Olga Fonda
the smurfs 2 ,Raja Gosnell,Adventure Animation Comedy Family Fantasy,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui
speed 2: cruise control ,Jan de Bont,Action Crime Romance Thriller,Jason Patric,Temuera Morrison,Lois Chiles
ender's game ,Gavin Hood,Action Sci-Fi,Harrison Ford,Moises Arias,Aramis Knight
live free or die hard ,Len Wiseman,Action Adventure Thriller,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli
the lord of the rings: the fellowship of the ring ,Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee,Orlando Bloom,Billy Boyd
around the world in 80 days ,Frank Coraci,Action Adventure Comedy,Jim Broadbent,Steve Coogan,Cécile De France
ali ,Michael Mann,Biography Drama Sport,Will Smith,Jada Pinkett Smith,Joe Morton
the cat in the hat ,Bo Welch,Adventure Comedy Family Fantasy,Sean Hayes,Kelly Preston,Spencer Breslin
"i, robot ",Alex Proyas,Action Mystery Sci-Fi Thriller,Will Smith,Bruce Greenwood,Chi McBride
kingdom of heaven ,Ridley Scott,Action Adventure Drama History War,Liam Neeson,Orlando Bloom,Philip Glenister
stuart little ,Rob Minkoff,Adventure Comedy Family Fantasy,Chazz Palminteri,Nathan Lane,Jeffrey Jones
the princess and the frog ,Ron Clements,Animation Family Fantasy Musical Romance,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose
the martian ,Ridley Scott,Adventure Drama Sci-Fi,Matt Damon,Donald Glover,Benedict Wong
the island ,Michael Bay,Action Adventure Romance Sci-Fi Thriller,Scarlett Johansson,Steve Buscemi,Djimon Hounsou
town & country ,Peter Chelsom,Comedy Romance,Del Zamora,Warren Beatty,Garry Shandling
gone in sixty seconds ,Dominic Sena,Action Crime Thriller,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall
gladiator ,Ridley Scott,Action Drama Romance,Djimon Hounsou,Connie Nielsen,Oliver Reed
minority report ,Steven Spielberg,Action Mystery Sci-Fi Thriller,Tom Cruise,Frank Grillo,Jessica Capshaw
harry potter and the chamber of secrets ,Chris Columbus,Adventure Family Fantasy Mystery,Daniel Radcliffe,Rupert Grint,Emma Watson
casino royale ,Martin Campbell,Action Adventure Thriller,Eva Green,Tobias Menzies,Ivana Milicevic
planet of the apes ,Tim Burton,Action Adventure Sci-Fi Thriller,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari
terminator 2: judgment day ,James Cameron,Action Sci-Fi,Joe Morton,Jenette Goldstein,S. Epatha Merkerson
public enemies ,Michael Mann,Biography Crime Drama History Romance,Johnny Depp,Christian Bale,Stephen Graham
american gangster ,Ridley Scott,Biography Crime Drama,Denzel Washington,Ruby Dee,RZA
true lies ,James Cameron,Action Comedy Thriller,Jamie Lee Curtis,Tia Carrere,Tom Arnold
the taking of pelham 1 2 3 ,Tony Scott,Action Crime Thriller,Denzel Washington,Ramon Rodriguez,Michael Rispoli
little fockers ,Paul Weitz,Comedy Romance,Robert De Niro,Blythe Danner,Teri Polo
the other guys ,Adam McKay,Action Comedy Crime,Dwayne Johnson,Will Ferrell,Derek Jeter
eraser ,Chuck Russell,Action Drama Mystery Thriller,Vanessa Williams,James Coburn,Roma Maffia
django unchained ,Quentin Tarantino,Drama Western,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh
the hunchback of notre dame ,Gary Trousdale,Animation Drama Family Musical Romance,Demi Moore,Jason Alexander,Bill Fagerbakke
the emperor's new groove ,Mark Dindal,Adventure Animation Comedy Family Fantasy,Eartha Kitt,Wendie Malick,John Fiedler
the expendables 2 ,Simon West,Action Adventure Thriller,Jason Statham,Sylvester Stallone,Bruce Willis
national treasure ,Jon Turteltaub,Action Adventure Comedy Family Mystery,Nicolas Cage,Armando Riesco,Annie Parisse
eragon ,Stefen Fangmeier,Action Adventure Family Fantasy,Djimon Hounsou,Ed Speleers,Gary Lewis
where the wild things are ,Spike Jonze,Adventure Drama Family Fantasy,Catherine O'Hara,Ryan Corr,Max Records
pan ,Joe Wright,Adventure Family Fantasy,Hugh Jackman,Cara Delevingne,Nonso Anozie
epic ,Chris Wedge,Adventure Animation Family Fantasy,Josh Hutcherson,Emma Kenney,Troy Evans
the tourist ,Florian Henckel von Donnersmarck,Action Romance Thriller,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell
end of days ,Peter Hyams,Action Fantasy Horror Mystery,CCH Pounder,Mark Margolis,Udo Kier
blood diamond ,Edward Zwick,Adventure Drama Thriller,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins
the wolf of wall street ,Martin Scorsese,Biography Comedy Crime Drama,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau
batman forever ,Joel Schumacher,Action Adventure Fantasy,Michael Gough,Rene Auberjonois,Debi Mazar
starship troopers ,Paul Verhoeven,Action Sci-Fi War,Jake Busey,Patrick Muldoon,Seth Gilliam
cloud atlas ,Tom Tykwer,Drama Sci-Fi,Tom Hanks,Jim Sturgess,Jim Broadbent
legend of the guardians: the owls of ga'hoole ,Zack Snyder,Action Adventure Animation Family Fantasy,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia
catwoman ,Pitof,Action Crime Fantasy Romance Thriller,Frances Conroy,Christopher Heyerdahl,Alex Borstein
hercules ,Brett Ratner,Action Adventure,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal
treasure planet ,Ron Clements,Adventure Animation Family Sci-Fi,Joseph Gordon-Levitt,Martin Short,Michael Wincott
land of the lost ,Brad Silberling,Adventure Comedy Sci-Fi,Will Ferrell,Anna Friel,Bobb'e J. Thompson
the expendables 3 ,Patrick Hughes,Action Adventure Thriller,Jason Statham,Sylvester Stallone,Harrison Ford
point break ,Ericson Core,Action Crime Sport Thriller,Ray Winstone,Edgar Ramírez,Delroy Lindo
son of the mask ,Lawrence Guterman,Comedy Family Fantasy,Jamie Kennedy,Traylor Howard,Ben Stein
in the heart of the sea ,Ron Howard,Action Adventure Biography Drama History Thriller,Chris Hemsworth,Benjamin Walker,Frank Dillane
the adventures of pluto nash ,Ron Underwood,Action Comedy Sci-Fi,Rosario Dawson,Randy Quaid,Burt Young
green zone ,Paul Greengrass,Action Drama Thriller War,Matt Damon,Sean Huze,Igal Naor
the peanuts movie ,Steve Martino,Adventure Animation Comedy Family,Francesca Capaldi,Venus Schultheis,Bill Melendez
the spanish prisoner ,David Mamet,Drama Mystery Thriller,Ben Gazzara,Felicity Huffman,Campbell Scott
the mummy returns ,Stephen Sommers,Action Adventure Fantasy Thriller,Dwayne Johnson,Brendan Fraser,Patricia Velasquez
gangs of new york ,Martin Scorsese,Crime Drama,Leonardo DiCaprio,Liam Neeson,Jim Broadbent
the flowers of war ,Yimou Zhang,Drama History Romance War,Christian Bale,Ni Ni,Shigeo Kobayashi
surf's up ,Ash Brannon,Animation Comedy Family Sport,Jeff Bridges,Zooey Deschanel,Jon Heder
the stepford wives ,Frank Oz,Comedy Sci-Fi Thriller,Jon Lovitz,Matthew Broderick,Roger Bart
black hawk down ,Ridley Scott,Drama History War,Ioan Gruffudd,Sam Shepard,Ewen Bremner
the campaign ,Jay Roach,Comedy,Will Ferrell,Thomas Middleditch,Katherine LaNasa
the fifth element ,Luc Besson,Action Adventure Sci-Fi,Milla Jovovich,Bruce Willis,Gary Oldman
sex and the city 2 ,Michael Patrick King,Comedy Drama Romance,Chris Noth,Liza Minnelli,Kristin Davis
the road to el dorado ,Bibo Bergeron,Adventure Animation Comedy Family Romance,Frank Welker,Rosie Perez,Elton John
ice age: continental drift ,Steve Martino,Adventure Animation Comedy Family,Peter Dinklage,Josh Gad,Drake
cinderella ,Kenneth Branagh,Drama Family Fantasy Romance,Hayley Atwell,Derek Jacobi,Lily James
the lovely bones ,Peter Jackson,Drama Fantasy Thriller,Michael Imperioli,AJ Michalka,Tom McCarthy
finding nemo ,Andrew Stanton,Adventure Animation Comedy Family,Alexander Gould,Stephen Root,Brad Garrett
the lord of the rings: the return of the king ,Peter Jackson,Action Adventure Drama Fantasy,Orlando Bloom,Billy Boyd,Bernard Hill
the lord of the rings: the two towers ,Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee,Orlando Bloom,Billy Boyd
seventh son ,Sergey Bodrov,Action Adventure Fantasy,Jeff Bridges,Djimon Hounsou,Olivia Williams
lara croft: tomb raider ,Simon West,Action Adventure Fantasy Thriller,Angelina Jolie Pitt,Noah Taylor,Chris Barrie
transcendence ,Wally Pfister,Drama Mystery Romance Sci-Fi Thriller,Johnny Depp,Morgan Freeman,Clifton Collins Jr.
jurassic park iii ,Joe Johnston,Action Adventure Sci-Fi Thriller,Michael Jeter,Trevor Morgan,Alessandro Nivola
rise of the planet of the apes ,Rupert Wyatt,Action Drama Sci-Fi Thriller,James Franco,David Oyelowo,Tyler Labine
the spiderwick chronicles ,Mark Waters,Adventure Family Fantasy,Martin Short,Tod Fennell,Joan Plowright
a good day to die hard ,John Moore,Action Thriller,Bruce Willis,Cole Hauser,Megalyn Echikunwoke
the alamo ,John Lee Hancock,Drama History War Western,Dennis Quaid,Marc Blucas,Jordi Mollà
the incredibles ,Brad Bird,Action Adventure Animation Family,Holly Hunter,Craig T. Nelson,Lou Romano
cutthroat island ,Renny Harlin,Action Adventure Comedy,Christopher Masterson,Frank Langella,Matthew Modine
percy jackson & the olympians: the lightning thief ,Chris Columbus,Adventure Family Fantasy,Logan Lerman,Rosario Dawson,Steve Coogan
men in black ,Barry Sonnenfeld,Adventure Comedy Family Mystery Sci-Fi,Will Smith,Rip Torn,Linda Fiorentino
toy story 2 ,John Lasseter,Adventure Animation Comedy Family Fantasy,Tom Hanks,John Ratzenberger,Wayne Knight
unstoppable ,Tony Scott,Action Thriller,Denzel Washington,Rosario Dawson,Ethan Suplee
rush hour 2 ,Brett Ratner,Action Comedy Crime Thriller,Mei Melançon,John Lone,Harris Yulin
what lies beneath ,Robert Zemeckis,Drama Fantasy Horror Mystery Thriller,Harrison Ford,Amber Valletta,Miranda Otto
cloudy with a chance of meatballs ,Phil Lord,Animation Comedy Family Sci-Fi,Will Forte,Bobb'e J. Thompson,Al Roker
ice age: dawn of the dinosaurs ,Carlos Saldanha,Action Adventure Animation Comedy Family,Denis Leary,Maile Flanagan,Kelly Keaton
the secret life of walter mitty ,Ben Stiller,Adventure Comedy Drama Fantasy Romance,Adam Scott,Adrian Martinez,Joey Slotnick
charlie's angels ,McG,Action Adventure Comedy Crime Thriller,Bill Murray,LL Cool J,Kelly Lynch
the departed ,Martin Scorsese,Crime Drama Thriller,Leonardo DiCaprio,Matt Damon,Ray Winstone
mulan ,Tony Bancroft,Adventure Animation Family Fantasy Musical War,Ming-Na Wen,Harvey Fierstein,June Foray
tropic thunder ,Ben Stiller,Action Comedy,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson
the girl with the dragon tattoo ,David Fincher,Crime Drama Mystery Thriller,Robin Wright,Goran Visnjic,Joely Richardson
die hard with a vengeance ,John McTiernan,Action Adventure Thriller,Bruce Willis,Aldis Hodge,Kevin Chamberlin
sherlock holmes ,Guy Ritchie,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Eddie Marsan,Robert Maillet
ben-hur ,Timur Bekmambetov,Adventure Drama History,Morgan Freeman,Ayelet Zurer,Moises Arias
atlantis: the lost empire ,Gary Trousdale,Action Adventure Animation Family Fantasy Sci-Fi,Leonard Nimoy,Jim Varney,Cree Summer
alvin and the chipmunks: the road chip ,Walt Becker,Adventure Animation Comedy Family Fantasy Music,Bella Thorne,Joshua Mikel,Jesse McCartney
valkyrie ,Bryan Singer,Drama History Thriller War,Tom Cruise,Tom Wilkinson,Thomas Kretschmann
you don't mess with the zohan ,Dennis Dugan,Action Comedy,Adam Sandler,Sayed Badreya,Kevin Nealon
pixels ,Chris Columbus,Action Animation Comedy Sci-Fi,Peter Dinklage,Adam Sandler,Josh Gad
a.i. artificial intelligence ,Steven Spielberg,Adventure Drama Sci-Fi,Haley Joel Osment,William Hurt,Kevin Sussman
the haunted mansion ,Rob Minkoff,Comedy Family Fantasy Horror Mystery,Marsha Thomason,Rachael Harris,Marc John Jefferies
contact ,Robert Zemeckis,Drama Mystery Sci-Fi Thriller,Matthew McConaughey,Tom Skerritt,Larry King
hollow man ,Paul Verhoeven,Action Horror Sci-Fi Thriller,Greg Grunberg,Kim Dickens,Joey Slotnick
the interpreter ,Sydney Pollack,Crime Mystery Thriller,Curtiss Cook,George Harris,Michael Wright
percy jackson: sea of monsters ,Thor Freudenthal,Adventure Family Fantasy,Logan Lerman,Leven Rambin,Brandon T. Jackson
lara croft tomb raider: the cradle of life ,Jan de Bont,Action Adventure Fantasy,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou
now you see me 2 ,Jon M. Chu,Action Adventure Comedy Crime Mystery Thriller,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan
the saint ,Phillip Noyce,Action Adventure Romance Sci-Fi Thriller,Alun Armstrong,Michael Byrne,Velibor Topic
spy game ,Tony Scott,Action Crime Thriller,Brad Pitt,Stephen Dillane,Catherine McCormack
mission to mars ,Brian De Palma,Adventure Sci-Fi Thriller,Don Cheadle,Connie Nielsen,Kim Delaney
rio ,Carlos Saldanha,Adventure Animation Comedy Family Musical,Anne Hathaway,Wanda Sykes,Will.i.am
bicentennial man ,Chris Columbus,Comedy Drama Sci-Fi,Robin Williams,Oliver Platt,John Michael Higgins
volcano ,Mick Jackson,Action Drama Sci-Fi Thriller,Don Cheadle,Anne Heche,Gaby Hoffmann
the devil's own ,Alan J. Pakula,Action Crime Drama Thriller,Harrison Ford,Brad Pitt,Natascha McElhone
k-19: the widowmaker ,Kathryn Bigelow,Drama History Thriller War,Liam Neeson,Christian Camargo,Lex Shrapnel
fantastic four ,Josh Trank,Action Adventure Sci-Fi,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker
conan the barbarian ,John Milius,Adventure Fantasy,William Smith,Mako,Sandahl Bergman
cinderella man ,Ron Howard,Biography Drama Sport,Paddy Considine,Bruce McGill,Rosemarie DeWitt
the nutcracker in 3d ,Andrey Konchalovskiy,Action Family Fantasy Musical,Shirley Henderson,Nathan Lane,Richard E. Grant
seabiscuit ,Gary Ross,Drama History Sport,Jeff Bridges,Michael Angarano,Michael O'Neill
twister ,Jan de Bont,Action Adventure Drama Thriller,Philip Seymour Hoffman,Alan Ruck,Jami Gertz
the fast and the furious ,Rob Cohen,Action Crime Thriller,Paul Walker,Vin Diesel,Jordana Brewster
cast away ,Robert Zemeckis,Adventure Drama Romance,Tom Hanks,Paul Sanchez,Nick Searcy
happy feet ,George Miller,Animation Comedy Family Music Romance,Robin Williams,Hugh Jackman,Elizabeth Daily
the bourne supremacy ,Paul Greengrass,Action Mystery Thriller,Matt Damon,Joan Allen,Oksana Akinshina
air force one ,Wolfgang Petersen,Action Adventure Drama Thriller,Harrison Ford,Gary Oldman,Dean Stockwell
ocean's eleven ,Steven Soderbergh,Crime Thriller,Brad Pitt,Bernie Mac,Elliott Gould
the three musketeers ,Paul W.S. Anderson,Action Adventure Romance,Milla Jovovich,Logan Lerman,Orlando Bloom
hotel transylvania ,Genndy Tartakovsky,Animation Comedy Family Fantasy,Steve Buscemi,Adam Sandler,Jon Lovitz
enchanted ,Kevin Lima,Animation Comedy Family Fantasy Musical Romance,Jeff Bennett,Teala Dunn,Fred Tatasciore
safe house ,Daniel Espinosa,Action Crime Mystery Thriller,Denzel Washington,Ryan Reynolds,Sam Shepard
102 dalmatians ,Kevin Lima,Adventure Comedy Family,Ioan Gruffudd,Eric Idle,Jim Carter
tower heist ,Brett Ratner,Action Comedy Crime,Matthew Broderick,Gabourey Sidibe,Judd Hirsch
the holiday ,Nancy Meyers,Comedy Romance,Kate Winslet,Rufus Sewell,Sarah Parish
enemy of the state ,Tony Scott,Action Crime Drama Mystery Thriller,Will Smith,Jake Busey,Lisa Bonet
it's complicated ,Nancy Meyers,Comedy Drama Romance,Meryl Streep,Hunter Parrish,Zoe Kazan
ocean's thirteen ,Steven Soderbergh,Crime Thriller,Al Pacino,Matt Damon,Brad Pitt
open season ,Roger Allers,Adventure Animation Comedy Family,Jon Favreau,Debra Messing,Jane Krakowski
divergent ,Neil Burger,Adventure Mystery Sci-Fi,Kate Winslet,Theo James,Mekhi Phifer
enemy at the gates ,Jean-Jacques Annaud,Drama History War,Bob Hoskins,Gabriel Thomson,Clemens Schick
the rundown ,Peter Berg,Action Adventure Comedy Thriller,Dwayne Johnson,Rosario Dawson,Ewen Bremner
last action hero ,John McTiernan,Action Adventure Comedy Fantasy,F. Murray Abraham,Tom Noonan,Joan Plowright
memoirs of a geisha ,Rob Marshall,Drama Romance,Li Gong,Mako,Karl Yune
the fast and the furious: tokyo drift ,Justin Lin,Action Crime Thriller,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin
arthur christmas ,Sarah Smith,Adventure Animation Comedy Family Fantasy,Jim Broadbent,Imelda Staunton,Michael Palin
meet joe black ,Martin Brest,Drama Fantasy Romance,Anthony Hopkins,Brad Pitt,Jake Weber
collateral damage ,Andrew Davis,Action Drama Thriller,Raymond Cruz,Rick Worthy,Jsu Garcia
all that jazz ,Bob Fosse,Comedy Drama Music Musical,Roy Scheider,Ben Vereen,Max Wright
mirror mirror ,Tarsem Singh,Adventure Comedy Drama Family Fantasy,Julia Roberts,Nathan Lane,Danny Woodburn
scott pilgrim vs. the world ,Edgar Wright,Action Comedy Fantasy Romance,Anna Kendrick,Kieran Culkin,Ellen Wong
the core ,Jon Amiel,Action Adventure Sci-Fi Thriller,Glenn Morshower,Tchéky Karyo,Rekha Sharma
nutty professor ii: the klumps ,Peter Segal,Comedy Romance Sci-Fi,Larry Miller,Janet Jackson,Chris Elliott
scooby-doo ,Raja Gosnell,Adventure Comedy Mystery,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.
dredd ,Pete Travis,Action Sci-Fi,Wood Harris,Jason Cope,Rakie Ayola
click ,Frank Coraci,Comedy Drama Fantasy Romance,Adam Sandler,Cameron Monaghan,Julie Kavner
